ENTREGAS;NivelServ;LeadTime_dias;Cantidad_kg;Valoracion;Ciudad;Provincia;Cliente;Dolares;OTIF;Orden Perfecta;PendienteCombro
E14108;94%; 6 ; 114 ;Muy Malo; Quito          ; Azuay           ;C0001001676; $239,02 ;90%;75%;SI
E14109;93%; 6 ; 121 ;Reguar; Guayaquil      ; Loja            ;C0001001953; $301,98 ;87%;69%;SI
E14110;97%; 4 ; 87 ;Bueno; Quito          ; Loja            ;C0001002137; $521,46 ;82%;64%;NO
E14111;91%; 8 ; 153 ;Malo; Cuenca         ; Pichincha       ;C0001002246; $458,19 ;83%;61%;SI
E14112;87%; 11 ; 215 ;Bueno; Durán          ; Tungurahua      ;C0001001689; $214,61 ;90%;69%;NO
E14113;92%; 8 ; 153 ;Bueno; Cuenca         ; Chimborazo      ;C0001002057; $733,25 ;87%;68%;SI
E14114;88%; 11 ; 211 ;Bueno; Santo Domingo  ; Esmeraldas      ;C0001001614; $537,13 ;84%;61%;NO
E14115;87%; 12 ; 223 ;Muy Malo; Guayaquil      ; Guayas          ;C0001001891; $1.113,05 ;85%;62%;NO
E14116;91%; 4 ; 85 ;Bueno; Santo Domingo  ; Guayas          ;C0001001477; $402,47 ;90%;72%;NO
E14117;89%; 6 ; 125 ;Reguar; Loja           ; Manabí          ;C0001001236; $342,84 ;77%;52%;NO
E14118;89%; 3 ; 66 ;Malo; Guayaquil      ; El Oro          ;C0001001957; $187,16 ;86%;65%;NO
E14119;92%; 1 ; 32 ;Muy Bueno; Loja           ; Manabí          ;C0001001056; $134,98 ;87%;68%;SI
E14120;93%; 12 ; 220 ;Muy Bueno; Loja           ; Manabí          ;C0001001842; $626,40 ;84%;64%;NO
E14121;89%; 3 ; 68 ;Reguar; Manta          ; Tungurahua      ;C0001002239; $155,64 ;78%;53%;NO
E14122;87%; 9 ; 167 ;Muy Malo; Ambato         ; Tungurahua      ;C0001001493; $366,54 ;89%;68%;SI
E14123;90%; 7 ; 135 ;Muy Malo; Ambato         ; Loja            ;C0001001668; $505,13 ;92%;75%;NO
E14124;91%; 5 ; 104 ;Muy Malo; Machala        ; Santo Domingo   ;C0001002403; $217,83 ;81%;59%;NO
E14125;96%; 7 ; 143 ;Muy Malo; Cuenca         ; Tungurahua      ;C0001001984; $492,94 ;79%;59%;NO
E14126;92%; 1 ; 34 ;Malo; Ambato         ; Manabí          ;C0001001667; $202,56 ;87%;68%;SI
E14127;95%; 7 ; 132 ;Bueno; Loja           ; Loja            ;C0001002103; $217,55 ;85%;67%;NO
E14128;91%; 6 ; 122 ;Muy Malo; Portoviejo     ; Santo Domingo   ;C0001001614; $395,62 ;86%;66%;NO
E14129;85%; 3 ; 62 ;Muy Bueno; Riobamba       ; Loja            ;C0001001277; $203,12 ;81%;55%;NO
E14130;89%; 3 ; 70 ;Muy Bueno; Durán          ; Santo Domingo   ;C0001001270; $229,91 ;80%;56%;SI
E14131;90%; 11 ; 212 ;Muy Bueno; Cuenca         ; Esmeraldas      ;C0001002386; $677,44 ;87%;67%;SI
E14132;86%; 3 ; 62 ;Muy Malo; Santo Domingo  ; Santo Domingo   ;C0001001128; $215,53 ;88%;65%;NO
E14133;87%; 4 ; 86 ;Malo; Loja           ; El Oro          ;C0001001030; $162,66 ;88%;66%;SI
E14134;87%; 11 ; 206 ;Bueno; Esmeraldas     ; Guayas          ;C0001001052; $452,34 ;88%;66%;SI
E14135;90%; 4 ; 77 ;Muy Malo; Machala        ; Esmeraldas      ;C0001001305; $122,72 ;85%;64%;NO
E14136;91%; 4 ; 88 ;Reguar; Durán          ; Santo Domingo   ;C0001001423; $250,03 ;86%;66%;NO
E14137;94%; 14 ; 263 ;Reguar; Ambato         ; Manabí          ;C0001002268; $867,31 ;86%;68%;NO
E14138;83%; 11 ; 214 ;Malo; Quito          ; Santo Domingo   ;C0001002205; $1.126,07 ;80%;52%;NO
E14139;94%; 12 ; 231 ;Muy Bueno; Manta          ; Manabí          ;C0001001534; $1.038,69 ;89%;73%;NO
E14140;94%; 6 ; 113 ;Reguar; Santo Domingo  ; Manabí          ;C0001001348; $383,59 ;81%;60%;NO
E14141;87%; 4 ; 76 ;Reguar; Machala        ; Pichincha       ;C0001001555; $113,42 ;85%;62%;NO
E14142;95%; 11 ; 209 ;Malo; Esmeraldas     ; Guayas          ;C0001001560; $1.305,31 ;81%;61%;NO
E14143;91%; 7 ; 138 ;Muy Malo; Guayaquil      ; Chimborazo      ;C0001002214; $261,69 ;88%;69%;NO
E14144;89%; 4 ; 79 ;Bueno; Santo Domingo  ; Pichincha       ;C0001001670; $216,34 ;78%;53%;NO
E14145;92%; 13 ; 241 ;Muy Malo; Ambato         ; Azuay           ;C0001002309; $1.023,23 ;84%;64%;NO
E14146;93%; 7 ; 140 ;Reguar; Santo Domingo  ; Manabí          ;C0001001706; $524,21 ;79%;57%;NO
E14147;95%; 4 ; 79 ;Muy Malo; Santo Domingo  ; Azuay           ;C0001001397; $268,09 ;81%;61%;NO
E14148;90%; 6 ; 114 ;Reguar; Loja           ; Esmeraldas      ;C0001001179; $324,05 ;84%;62%;NO
E14149;93%; 3 ; 66 ;Muy Malo; Loja           ; Tungurahua      ;C0001001378; $65,79 ;86%;67%;NO
E14150;90%; 13 ; 249 ;Malo; Manta          ; Pichincha       ;C0001001479; $323,31 ;86%;65%;NO
E14151;86%; 13 ; 249 ;Muy Bueno; Guayaquil      ; Loja            ;C0001002050; $1.553,63 ;87%;64%;NO
E14152;98%; 10 ; 194 ;Reguar; Durán          ; Guayas          ;C0001001827; $387,88 ;91%;80%;SI
E14153;87%; 5 ; 96 ;Malo; Manta          ; Loja            ;C0001001157; $210,34 ;86%;63%;SI
E14154;90%; 9 ; 175 ;Muy Malo; Guayaquil      ; Guayas          ;C0001002120; $489,16 ;88%;68%;NO
E14155;91%; 12 ; 227 ;Reguar; Riobamba       ; Pichincha       ;C0001001431; $294,75 ;78%;54%;NO
E14156;95%; 12 ; 226 ;Bueno; Manta          ; Chimborazo      ;C0001001814; $677,55 ;84%;66%;NO
E14157;91%; 6 ; 124 ;Reguar; Portoviejo     ; Chimborazo      ;C0001002152; $544,41 ;78%;54%;SI
E14158;91%; 3 ; 61 ;Muy Bueno; Manta          ; Loja            ;C0001001192; $154,86 ;81%;59%;NO
E14159;96%; 9 ; 176 ;Bueno; Portoviejo     ; Tungurahua      ;C0001001557; $527,64 ;85%;68%;SI
E14160;95%; 9 ; 174 ;Reguar; Riobamba       ; Santo Domingo   ;C0001001323; $695,40 ;78%;57%;SI
E14161;84%; 11 ; 213 ;Reguar; Ambato         ; Santo Domingo   ;C0001002010; $510,05 ;85%;59%;NO
E14162;88%; 14 ; 267 ;Reguar; Quito          ; Esmeraldas      ;C0001001619; $399,96 ;88%;67%;NO
E14163;88%; 3 ; 67 ;Reguar; Machala        ; Manabí          ;C0001001844; $146,61 ;87%;65%;NO
E14164;87%; 9 ; 170 ;Muy Bueno; Machala        ; Esmeraldas      ;C0001002451; $585,15 ;82%;57%;NO
E14165;98%; 3 ; 59 ;Reguar; Santo Domingo  ; Santo Domingo   ;C0001002030; $106,09 ;85%;69%;SI
E14166;88%; 6 ; 118 ;Reguar; Manta          ; Manabí          ;C0001001744; $352,92 ;81%;57%;NO
E14167;93%; 4 ; 86 ;Reguar; Ambato         ; Tungurahua      ;C0001002037; $270,24 ;92%;77%;NO
E14168;91%; 2 ; 43 ;Muy Malo; Santo Domingo  ; Guayas          ;C0001002424; $102,55 ;83%;61%;NO
E14169;90%; 3 ; 59 ;Muy Malo; Cuenca         ; Loja            ;C0001001404; $140,88 ;87%;67%;NO
E14170;92%; 2 ; 49 ;Malo; Riobamba       ; El Oro          ;C0001002201; $68,26 ;82%;61%;NO
E14171;88%; 13 ; 247 ;Malo; Quito          ; Manabí          ;C0001001253; $517,94 ;83%;59%;NO
E14172;90%; 12 ; 230 ;Muy Malo; Durán          ; Pichincha       ;C0001001336; $574,25 ;80%;56%;SI
E14173;97%; 8 ; 149 ;Bueno; Portoviejo     ; Guayas          ;C0001002006; $409,50 ;86%;70%;NO
E14174;91%; 10 ; 186 ;Muy Malo; Durán          ; Loja            ;C0001002332; $928,65 ;81%;59%;SI
E14175;88%; 10 ; 189 ;Muy Malo; Machala        ; Loja            ;C0001001069; $905,47 ;78%;52%;NO
E14176;85%; 6 ; 124 ;Bueno; Guayaquil      ; Chimborazo      ;C0001002497; $271,81 ;85%;60%;NO
E14177;92%; 12 ; 224 ;Bueno; Esmeraldas     ; Guayas          ;C0001001230; $805,54 ;84%;64%;SI
E14178;89%; 8 ; 160 ;Muy Malo; Esmeraldas     ; Manabí          ;C0001001394; $510,94 ;89%;69%;NO
E14179;87%; 7 ; 130 ;Malo; Manta          ; Manabí          ;C0001001030; $324,03 ;79%;53%;NO
E14180;87%; 9 ; 166 ;Malo; Machala        ; Tungurahua      ;C0001001386; $596,20 ;84%;60%;SI
E14181;86%; 2 ; 42 ;Malo; Manta          ; Chimborazo      ;C0001002424; $158,00 ;81%;55%;NO
E14182;96%; 8 ; 150 ;Malo; Machala        ; El Oro          ;C0001001439; $314,75 ;80%;60%;NO
E14183;90%; 6 ; 120 ;Reguar; Quito          ; Azuay           ;C0001002185; $197,51 ;80%;56%;NO
E14184;90%; 12 ; 221 ;Malo; Durán          ; Loja            ;C0001001233; $562,79 ;84%;62%;NO
E14185;92%; 1 ; 29 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001002427; $71,90 ;89%;71%;NO
E14186;92%; 6 ; 116 ;Bueno; Portoviejo     ; Manabí          ;C0001001122; $324,13 ;80%;58%;NO
E14187;90%; 12 ; 224 ;Muy Malo; Cuenca         ; Tungurahua      ;C0001001074; $894,80 ;90%;71%;NO
E14188;84%; 6 ; 120 ;Reguar; Manta          ; Santo Domingo   ;C0001001583; $310,75 ;82%;55%;SI
E14189;88%; 5 ; 97 ;Muy Malo; Durán          ; Loja            ;C0001001668; $289,92 ;82%;58%;NO
E14190;88%; 6 ; 114 ;Muy Malo; Santo Domingo  ; Chimborazo      ;C0001001615; $272,74 ;89%;68%;NO
E14191;90%; 3 ; 60 ;Malo; Guayaquil      ; Guayas          ;C0001002053; $107,46 ;80%;56%;NO
E14192;90%; 8 ; 158 ;Muy Bueno; Durán          ; Guayas          ;C0001001358; $591,38 ;88%;68%;NO
E14193;96%; 6 ; 123 ;Muy Bueno; Quito          ; Azuay           ;C0001001089; $172,03 ;90%;76%;NO
E14194;89%; 8 ; 155 ;Muy Malo; Manta          ; Manabí          ;C0001001154; $510,41 ;82%;59%;NO
E14195;94%; 5 ; 104 ;Bueno; Manta          ; Manabí          ;C0001002181; $228,40 ;87%;70%;SI
E14196;94%; 11 ; 205 ;Muy Malo; Riobamba       ; Guayas          ;C0001001629; $409,64 ;80%;59%;NO
E14197;89%; 2 ; 41 ;Malo; Portoviejo     ; Manabí          ;C0001001614; $162,68 ;88%;68%;NO
E14198;91%; 6 ; 115 ;Reguar; Cuenca         ; Manabí          ;C0001001484; $413,03 ;83%;61%;NO
E14199;93%; 4 ; 78 ;Reguar; Esmeraldas     ; Pichincha       ;C0001001983; $233,37 ;87%;69%;NO
E14200;89%; 10 ; 191 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001001934; $762,68 ;82%;59%;NO
E14201;89%; 10 ; 189 ;Bueno; Esmeraldas     ; Chimborazo      ;C0001002037; $622,61 ;76%;50%;SI
E14202;88%; 8 ; 150 ;Reguar; Loja           ; Guayas          ;C0001001190; $374,10 ;77%;51%;SI
E14203;89%; 2 ; 50 ;Reguar; Esmeraldas     ; Esmeraldas      ;C0001001651; $104,31 ;88%;68%;NO
E14204;97%; 5 ; 104 ;Muy Malo; Guayaquil      ; El Oro          ;C0001001423; $649,44 ;90%;77%;NO
E14205;89%; 7 ; 133 ;Muy Malo; Portoviejo     ; El Oro          ;C0001001742; $378,11 ;81%;57%;SI
E14206;92%; 10 ; 188 ;Reguar; Riobamba       ; Guayas          ;C0001001215; $863,70 ;86%;67%;SI
E14207;94%; 7 ; 139 ;Malo; Loja           ; Guayas          ;C0001001885; $659,40 ;77%;55%;SI
E14208;90%; 12 ; 228 ;Reguar; Ambato         ; Guayas          ;C0001001859; $1.366,20 ;85%;64%;NO
E14209;86%; 11 ; 207 ;Malo; Machala        ; Chimborazo      ;C0001001454; $464,81 ;86%;62%;NO
E14210;93%; 10 ; 188 ;Muy Malo; Riobamba       ; Esmeraldas      ;C0001001381; $356,80 ;80%;58%;SI
E14211;97%; 12 ; 231 ;Reguar; Santo Domingo  ; Loja            ;C0001002251; $484,91 ;88%;74%;SI
E14212;91%; 12 ; 229 ;Bueno; Esmeraldas     ; Manabí          ;C0001001416; $754,81 ;89%;71%;NO
E14213;88%; 13 ; 243 ;Muy Bueno; Santo Domingo  ; Manabí          ;C0001002015; $1.213,20 ;77%;51%;NO
E14214;83%; 10 ; 187 ;Malo; Ambato         ; Pichincha       ;C0001002133; $703,09 ;82%;55%;NO
E14215;94%; 5 ; 97 ;Malo; Esmeraldas     ; El Oro          ;C0001002219; $435,69 ;80%;59%;NO
E14216;90%; 4 ; 80 ;Reguar; Santo Domingo  ; Tungurahua      ;C0001001691; $478,20 ;88%;68%;NO
E14217;92%; 12 ; 231 ;Bueno; Cuenca         ; Azuay           ;C0001002130; $784,58 ;86%;67%;SI
E14218;90%; 7 ; 140 ;Muy Bueno; Santo Domingo  ; Tungurahua      ;C0001002259; $593,73 ;85%;64%;NO
E14219;89%; 2 ; 49 ;Muy Malo; Portoviejo     ; Loja            ;C0001002385; $182,51 ;83%;60%;NO
E14220;93%; 13 ; 240 ;Muy Malo; Loja           ; Azuay           ;C0001001096; $1.318,85 ;81%;60%;NO
E14221;86%; 11 ; 207 ;Muy Malo; Manta          ; Pichincha       ;C0001002229; $1.239,48 ;79%;53%;NO
E14222;85%; 1 ; 29 ;Bueno; Portoviejo     ; El Oro          ;C0001002061; $54,25 ;77%;49%;SI
E14223;90%; 3 ; 67 ;Reguar; Durán          ; Santo Domingo   ;C0001001290; $200,10 ;85%;64%;NO
E14224;86%; 12 ; 221 ;Muy Bueno; Quito          ; Manabí          ;C0001001562; $838,20 ;89%;67%;SI
E14225;95%; 7 ; 139 ;Muy Malo; Quito          ; El Oro          ;C0001001381; $416,55 ;84%;66%;NO
E14226;87%; 10 ; 187 ;Reguar; Portoviejo     ; Esmeraldas      ;C0001001978; $317,24 ;84%;60%;SI
E14227;88%; 5 ; 106 ;Malo; Loja           ; Manabí          ;C0001001611; $137,33 ;82%;58%;NO
E14228;98%; 9 ; 178 ;Reguar; Ambato         ; Tungurahua      ;C0001002198; $667,28 ;86%;71%;NO
E14229;94%; 4 ; 86 ;Bueno; Ambato         ; Manabí          ;C0001001893; $308,95 ;78%;56%;NO
E14230;97%; 7 ; 137 ;Reguar; Portoviejo     ; Manabí          ;C0001001547; $205,37 ;85%;69%;NO
E14231;92%; 6 ; 113 ;Bueno; Manta          ; Loja            ;C0001001836; $428,49 ;89%;71%;SI
E14232;86%; 10 ; 186 ;Muy Malo; Manta          ; Guayas          ;C0001001783; $463,95 ;81%;55%;NO
E14233;88%; 10 ; 191 ;Muy Bueno; Durán          ; Esmeraldas      ;C0001001948; $915,07 ;79%;54%;NO
E14234;98%; 3 ; 59 ;Bueno; Durán          ; Chimborazo      ;C0001001738; $176,82 ;85%;69%;NO
E14235;89%; 11 ; 213 ;Reguar; Guayaquil      ; Tungurahua      ;C0001002198; $446,61 ;88%;68%;SI
E14236;84%; 2 ; 51 ;Reguar; Ambato         ; Azuay           ;C0001001590; $98,51 ;83%;57%;NO
E14237;91%; 8 ; 159 ;Malo; Portoviejo     ; Guayas          ;C0001001442; $269,84 ;81%;59%;SI
E14238;92%; 10 ; 184 ;Muy Bueno; Quito          ; Manabí          ;C0001002378; $459,40 ;79%;56%;NO
E14239;95%; 9 ; 170 ;Muy Malo; Esmeraldas     ; Santo Domingo   ;C0001001642; $891,71 ;84%;66%;SI
E14240;95%; 4 ; 82 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001001983; $98,22 ;79%;58%;SI
E14241;91%; 5 ; 106 ;Muy Bueno; Santo Domingo  ; Manabí          ;C0001001523; $190,31 ;82%;60%;SI
E14242;92%; 14 ; 268 ;Bueno; Riobamba       ; Pichincha       ;C0001001800; $1.124,59 ;79%;56%;NO
E14243;87%; 3 ; 63 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001001225; $178,44 ;86%;63%;NO
E14244;96%; 5 ; 106 ;Muy Malo; Ambato         ; Guayas          ;C0001002493; $381,17 ;81%;62%;NO
E14245;89%; 5 ; 103 ;Reguar; Quito          ; Guayas          ;C0001001531; $385,01 ;79%;54%;NO
E14246;93%; 1 ; 28 ;Malo; Guayaquil      ; Manabí          ;C0001002247; $66,70 ;88%;71%;NO
E14247;86%; 14 ; 262 ;Malo; Santo Domingo  ; Esmeraldas      ;C0001001295; $1.307,90 ;86%;62%;NO
E14248;89%; 12 ; 224 ;Malo; Esmeraldas     ; El Oro          ;C0001001755; $838,76 ;92%;74%;NO
E14249;85%; 7 ; 142 ;Bueno; Riobamba       ; Pichincha       ;C0001002240; $254,79 ;78%;51%;NO
E14250;96%; 12 ; 228 ;Muy Bueno; Manta          ; Pichincha       ;C0001001743; $273,46 ;79%;59%;NO
E14251;88%; 13 ; 239 ;Reguar; Portoviejo     ; El Oro          ;C0001002200; $572,74 ;86%;64%;NO
E14252;88%; 4 ; 84 ;Muy Malo; Cuenca         ; Esmeraldas      ;C0001001175; $209,10 ;90%;70%;SI
E14253;93%; 8 ; 156 ;Malo; Quito          ; Azuay           ;C0001002176; $327,16 ;86%;67%;NO
E14254;90%; 7 ; 130 ;Bueno; Santo Domingo  ; Santo Domingo   ;C0001001704; $369,65 ;81%;58%;NO
E14255;90%; 8 ; 148 ;Muy Bueno; Quito          ; Guayas          ;C0001002214; $354,48 ;84%;62%;NO
E14256;89%; 4 ; 85 ;Malo; Esmeraldas     ; Manabí          ;C0001002367; $101,60 ;84%;62%;NO
E14257;92%; 2 ; 52 ;Bueno; Quito          ; Loja            ;C0001002298; $207,04 ;77%;53%;NO
E14258;93%; 3 ; 62 ;Bueno; Cuenca         ; Azuay           ;C0001002079; $157,56 ;87%;69%;NO
E14259;93%; 8 ; 156 ;Bueno; Manta          ; Pichincha       ;C0001002316; $373,90 ;86%;67%;NO
E14260;93%; 3 ; 70 ;Bueno; Quito          ; El Oro          ;C0001001942; $118,64 ;81%;60%;NO
E14261;93%; 11 ; 203 ;Malo; Machala        ; El Oro          ;C0001002499; $365,02 ;88%;71%;NO
E14262;91%; 2 ; 50 ;Reguar; Portoviejo     ; Loja            ;C0001001366; $119,35 ;79%;56%;NO
E14263;85%; 4 ; 88 ;Reguar; Guayaquil      ; Manabí          ;C0001001748; $148,84 ;91%;69%;SI
E14264;87%; 3 ; 64 ;Bueno; Cuenca         ; Esmeraldas      ;C0001002141; $279,88 ;91%;71%;NO
E14265;93%; 12 ; 225 ;Bueno; Guayaquil      ; Santo Domingo   ;C0001001099; $1.348,74 ;90%;74%;SI
E14266;85%; 11 ; 209 ;Muy Malo; Ambato         ; Pichincha       ;C0001001615; $500,52 ;85%;60%;NO
E14267;86%; 5 ; 95 ;Muy Malo; Durán          ; Manabí          ;C0001001252; $217,53 ;83%;58%;SI
E14268;96%; 11 ; 205 ;Muy Bueno; Cuenca         ; Guayas          ;C0001001247; $614,64 ;79%;59%;NO
E14269;85%; 5 ; 95 ;Bueno; Loja           ; El Oro          ;C0001002149; $160,74 ;86%;62%;SI
E14270;87%; 6 ; 123 ;Malo; Loja           ; Guayas          ;C0001001971; $367,83 ;89%;68%;NO
E14271;83%; 13 ; 243 ;Malo; Portoviejo     ; Guayas          ;C0001001714; $779,17 ;86%;60%;SI
E14272;88%; 9 ; 174 ;Reguar; Cuenca         ; Santo Domingo   ;C0001001466; $651,15 ;84%;61%;NO
E14273;93%; 10 ; 193 ;Malo; Quito          ; Guayas          ;C0001002339; $925,39 ;88%;71%;SI
E14274;88%; 5 ; 102 ;Malo; Esmeraldas     ; Loja            ;C0001001390; $279,51 ;89%;68%;NO
E14275;91%; 1 ; 26 ;Bueno; Loja           ; Esmeraldas      ;C0001001247; $84,91 ;80%;57%;NO
E14276;92%; 8 ; 150 ;Bueno; Durán          ; Esmeraldas      ;C0001001218; $509,18 ;81%;59%;SI
E14277;87%; 10 ; 193 ;Reguar; Guayaquil      ; Chimborazo      ;C0001001463; $731,92 ;91%;71%;NO
E14278;91%; 13 ; 244 ;Bueno; Cuenca         ; Manabí          ;C0001001952; $633,70 ;86%;66%;NO
E14279;93%; 3 ; 60 ;Malo; Riobamba       ; Loja            ;C0001001547; $134,53 ;89%;72%;NO
E14280;85%; 8 ; 158 ;Reguar; Esmeraldas     ; Chimborazo      ;C0001001239; $354,49 ;89%;66%;NO
E14281;96%; 8 ; 150 ;Malo; Esmeraldas     ; Santo Domingo   ;C0001002062; $539,57 ;84%;66%;NO
E14282;94%; 2 ; 42 ;Reguar; Durán          ; Azuay           ;C0001001454; $150,55 ;81%;60%;NO
E14283;85%; 6 ; 118 ;Malo; Quito          ; Tungurahua      ;C0001001110; $211,59 ;86%;62%;NO
E14284;92%; 5 ; 103 ;Bueno; Loja           ; Manabí          ;C0001002363; $308,28 ;79%;56%;NO
E14285;89%; 2 ; 52 ;Bueno; Manta          ; Azuay           ;C0001001592; $77,51 ;76%;50%;SI
E14286;96%; 4 ; 82 ;Muy Malo; Machala        ; Guayas          ;C0001001391; $131,01 ;87%;71%;NO
E14287;90%; 10 ; 192 ;Muy Bueno; Santo Domingo  ; Pichincha       ;C0001001054; $431,33 ;89%;70%;NO
E14288;87%; 13 ; 246 ;Muy Malo; Ambato         ; Manabí          ;C0001002452; $1.105,25 ;80%;55%;SI
E14289;96%; 7 ; 139 ;Malo; Manta          ; El Oro          ;C0001001066; $666,62 ;90%;76%;NO
E14290;86%; 2 ; 43 ;Bueno; Machala        ; Pichincha       ;C0001001141; $46,84 ;85%;61%;NO
E14291;86%; 2 ; 51 ;Muy Bueno; Manta          ; Guayas          ;C0001001468; $202,32 ;90%;68%;NO
E14292;90%; 5 ; 101 ;Muy Malo; Manta          ; Tungurahua      ;C0001002373; $276,93 ;84%;62%;NO
E14293;92%; 7 ; 135 ;Muy Bueno; Machala        ; El Oro          ;C0001001365; $269,52 ;80%;58%;NO
E14294;93%; 9 ; 171 ;Muy Malo; Cuenca         ; Manabí          ;C0001002221; $768,56 ;86%;67%;SI
E14295;93%; 5 ; 106 ;Reguar; Loja           ; Pichincha       ;C0001001278; $264,48 ;88%;71%;SI
E14296;91%; 7 ; 136 ;Bueno; Ambato         ; Manabí          ;C0001001261; $264,67 ;81%;59%;NO
E14297;90%; 2 ; 48 ;Muy Malo; Machala        ; Chimborazo      ;C0001001004; $78,71 ;86%;65%;SI
E14298;88%; 12 ; 228 ;Malo; Riobamba       ; Manabí          ;C0001001893; $1.081,29 ;84%;61%;NO
E14299;91%; 6 ; 119 ;Muy Malo; Esmeraldas     ; Loja            ;C0001002018; $284,95 ;80%;57%;NO
E14300;89%; 8 ; 148 ;Muy Malo; Ambato         ; Pichincha       ;C0001001565; $147,67 ;80%;56%;NO
E14301;90%; 5 ; 100 ;Reguar; Cuenca         ; Loja            ;C0001001619; $249,25 ;83%;61%;NO
E14302;95%; 10 ; 187 ;Reguar; Loja           ; Chimborazo      ;C0001001060; $672,66 ;81%;61%;NO
E14303;86%; 2 ; 47 ;Muy Bueno; Machala        ; El Oro          ;C0001001506; $223,58 ;79%;53%;NO
E14304;91%; 2 ; 42 ;Muy Bueno; Santo Domingo  ; Manabí          ;C0001002398; $100,15 ;82%;60%;NO
E14305;95%; 6 ; 120 ;Muy Bueno; Machala        ; Santo Domingo   ;C0001002254; $575,28 ;91%;77%;NO
E14306;93%; 3 ; 68 ;Reguar; Loja           ; Manabí          ;C0001001811; $135,58 ;89%;72%;NO
E14307;92%; 13 ; 249 ;Bueno; Loja           ; El Oro          ;C0001002364; $522,40 ;81%;59%;NO
E14308;90%; 11 ; 209 ;Malo; Durán          ; Loja            ;C0001001239; $396,53 ;85%;64%;NO
E14309;84%; 10 ; 186 ;Bueno; Ambato         ; Santo Domingo   ;C0001001829; $612,22 ;81%;54%;NO
E14310;86%; 9 ; 168 ;Bueno; Loja           ; Manabí          ;C0001002234; $201,10 ;87%;64%;SI
E14311;87%; 3 ; 60 ;Muy Bueno; Riobamba       ; Manabí          ;C0001001231; $95,38 ;91%;71%;SI
E14312;93%; 4 ; 85 ;Muy Malo; Riobamba       ; Chimborazo      ;C0001002351; $339,16 ;90%;74%;NO
E14313;97%; 12 ; 232 ;Bueno; Esmeraldas     ; Guayas          ;C0001001128; $695,73 ;84%;67%;NO
E14314;89%; 7 ; 142 ;Reguar; Cuenca         ; Azuay           ;C0001002285; $297,51 ;78%;53%;SI
E14315;88%; 10 ; 186 ;Muy Bueno; Quito          ; Guayas          ;C0001001363; $631,18 ;76%;50%;NO
E14316;92%; 9 ; 169 ;Muy Malo; Loja           ; Tungurahua      ;C0001001994; $253,14 ;87%;68%;NO
E14317;97%; 12 ; 230 ;Malo; Portoviejo     ; Guayas          ;C0001002309; $632,25 ;83%;65%;NO
E14318;88%; 6 ; 118 ;Malo; Guayaquil      ; Guayas          ;C0001001632; $352,92 ;82%;58%;NO
E14319;89%; 4 ; 84 ;Bueno; Quito          ; Guayas          ;C0001002367; $167,34 ;80%;56%;SI
E14320;93%; 10 ; 192 ;Muy Malo; Loja           ; Santo Domingo   ;C0001001993; $1.054,85 ;87%;69%;NO
E14321;87%; 2 ; 45 ;Muy Bueno; Esmeraldas     ; Esmeraldas      ;C0001001009; $111,53 ;86%;63%;NO
E14322;91%; 10 ; 196 ;Muy Malo; Durán          ; Pichincha       ;C0001002080; $616,55 ;80%;57%;NO
E14323;88%; 3 ; 64 ;Muy Malo; Guayaquil      ; Manabí          ;C0001002057; $270,47 ;79%;54%;NO
E14324;91%; 12 ; 224 ;Bueno; Manta          ; Chimborazo      ;C0001002301; $604,07 ;81%;59%;NO
E14325;91%; 3 ; 63 ;Muy Malo; Loja           ; Pichincha       ;C0001001428; $138,01 ;80%;57%;NO
E14326;92%; 5 ; 104 ;Bueno; Quito          ; Azuay           ;C0001001985; $280,15 ;88%;70%;NO
E14327;88%; 4 ; 80 ;Reguar; Santo Domingo  ; Pichincha       ;C0001002213; $191,14 ;80%;55%;NO
E14328;88%; 10 ; 190 ;Reguar; Guayaquil      ; Loja            ;C0001001232; $398,24 ;81%;57%;SI
E14329;92%; 5 ; 100 ;Reguar; Ambato         ; Manabí          ;C0001002413; $139,66 ;81%;59%;NO
E14330;91%; 3 ; 60 ;Reguar; Portoviejo     ; Chimborazo      ;C0001001340; $191,14 ;81%;59%;NO
E14331;90%; 4 ; 79 ;Muy Bueno; Machala        ; Tungurahua      ;C0001001486; $362,02 ;85%;64%;NO
E14332;91%; 7 ; 131 ;Malo; Esmeraldas     ; Loja            ;C0001001282; $418,34 ;84%;63%;SI
E14333;86%; 8 ; 159 ;Reguar; Durán          ; Guayas          ;C0001002025; $475,74 ;81%;55%;NO
E14334;91%; 7 ; 141 ;Muy Malo; Loja           ; Guayas          ;C0001002356; $492,56 ;81%;59%;NO
E14335;90%; 1 ; 23 ;Muy Bueno; Santo Domingo  ; El Oro          ;C0001001401; $81,72 ;86%;65%;NO
E14336;86%; 5 ; 100 ;Muy Bueno; Riobamba       ; El Oro          ;C0001001818; $348,53 ;83%;58%;NO
E14337;88%; 7 ; 135 ;Bueno; Durán          ; Pichincha       ;C0001001364; $323,14 ;81%;57%;NO
E14338;91%; 7 ; 136 ;Reguar; Machala        ; Azuay           ;C0001002345; $488,63 ;83%;61%;NO
