num_Oden;IdProducto;IdCliente;Cantidad;Porcentaje_Descuento;Fecha Orden;Fecha Entrega Acordada;Fecha Entrega
OPT043226-52022;530;13824;47;7;31/5/2022;3/6/2022;6/6/2022
OPT043227-42022;530;14478;14;7;15/4/2022;18/4/2022;25/4/2022
OPT043228-42022;594;15067;13;6;12/4/2022;14/4/2022;20/4/2022
OPT043229-52022;359;18236;32;7;29/5/2022;4/6/2022;6/6/2022
OPT043230-122021;537;12957;14;2;25/12/2021;27/12/2021;30/12/2021
OPT043231-12022;225;11809;24;1;20/1/2022;22/1/2022;26/1/2022
OPT043232-62022;535;26239;57;4;20/6/2022;24/6/2022;27/6/2022
OPT043233-112021;222;18686;21;5;7/11/2021;13/11/2021;14/11/2021
OPT043234-12022;599;12243;62;1;29/1/2022;5/2/2022;5/2/2022
OPT043235-112021;529;29206;30;6;28/11/2021;6/12/2021;6/12/2021
OPT043236-92021;222;24405;4;7;3/9/2021;11/9/2021;13/9/2021
OPT043237-12022;353;13579;33;6;11/1/2022;22/1/2022;22/1/2022
OPT043238-22022;480;13561;12;1;13/2/2022;19/2/2022;19/2/2022
OPT043239-122021;538;21595;52;1;21/12/2021;25/12/2021;29/12/2021
OPT043240-32022;477;24164;62;6;26/3/2022;30/3/2022;1/4/2022
OPT043241-32022;467;14671;50;7;22/3/2022;29/3/2022;29/3/2022
OPT043242-12022;225;21635;19;5;31/1/2022;6/2/2022;9/2/2022
OPT043243-122021;477;20489;29;8;3/12/2021;8/12/2021;12/12/2021
OPT043244-42021;356;12298;37;4;2/4/2021;8/4/2021;13/4/2021
OPT043245-112021;485;21068;29;8;15/11/2021;16/11/2021;24/11/2021
OPT043246-102021;217;11319;18;8;6/10/2021;11/10/2021;12/10/2021
OPT043247-122021;528;11823;33;5;28/12/2021;4/1/2022;5/1/2022
OPT043248-72022;529;15872;54;6;26/7/2022;28/7/2022;1/8/2022
OPT043249-82021;480;20036;58;5;28/8/2021;1/9/2021;4/9/2021
OPT043250-42022;214;29242;21;0;20/4/2022;21/4/2022;27/4/2022
OPT043251-72022;480;24043;11;4;14/7/2022;15/7/2022;23/7/2022
OPT043252-12022;540;16177;39;3;13/1/2022;17/1/2022;18/1/2022
OPT043253-32021;321;26746;47;0;19/3/2021;23/3/2021;30/3/2021
OPT043254-32022;604;22999;45;4;13/3/2022;20/3/2022;23/3/2022
OPT043255-32022;477;20545;22;2;26/3/2022;1/4/2022;1/4/2022
OPT043256-72022;361;18818;10;2;31/7/2022;7/8/2022;9/8/2022
OPT043257-62022;359;19339;54;2;25/6/2022;2/7/2022;5/7/2022
OPT043258-92021;480;24550;15;7;16/9/2021;23/9/2021;23/9/2021
OPT043259-42022;361;18185;42;5;22/4/2022;24/4/2022;27/4/2022
OPT043260-42022;528;17856;5;5;25/4/2022;3/5/2022;5/5/2022
OPT043261-92021;225;13508;12;2;16/9/2021;26/9/2021;26/9/2021
OPT043262-32022;528;11300;64;0;29/3/2022;4/4/2022;6/4/2022
OPT043263-62022;481;17245;27;6;28/6/2022;2/7/2022;3/7/2022
OPT043264-82022;484;20510;34;8;22/8/2022;26/8/2022;29/8/2022
OPT043265-22020;314;12468;43;3;20/2/2020;26/2/2020;28/2/2020
OPT043266-112021;217;23281;25;6;2/11/2021;10/11/2021;11/11/2021
OPT043267-82022;344;11011;62;5;10/8/2022;13/8/2022;18/8/2022
OPT043268-62022;477;12850;36;2;9/6/2022;14/6/2022;17/6/2022
OPT043269-72022;576;18141;60;3;27/7/2022;2/8/2022;3/8/2022
OPT043270-72022;217;13916;21;1;25/7/2022;28/7/2022;1/8/2022
OPT043271-52022;536;11659;23;2;16/5/2022;17/5/2022;21/5/2022
OPT043272-72022;491;18465;28;4;29/7/2022;6/8/2022;6/8/2022
OPT043273-102021;217;23251;23;8;27/10/2021;28/10/2021;1/11/2021
OPT043274-82022;228;11300;45;3;11/8/2022;20/8/2022;22/8/2022
OPT043275-92021;225;11631;3;5;19/9/2021;26/9/2021;30/9/2021
OPT043276-102021;536;22742;65;3;14/10/2021;19/10/2021;19/10/2021
OPT043277-12022;535;12848;16;5;8/1/2022;14/1/2022;19/1/2022
OPT043278-72022;222;12056;34;5;23/7/2022;27/7/2022;1/8/2022
OPT043279-22020;312;18708;17;2;17/2/2020;18/2/2020;24/2/2020
OPT043280-22022;225;19524;63;0;4/2/2022;8/2/2022;14/2/2022
OPT043281-32022;530;28059;62;7;4/3/2022;6/3/2022;12/3/2022
OPT043282-42022;529;23189;51;5;12/4/2022;16/4/2022;22/4/2022
OPT043283-112021;463;25351;8;8;15/11/2021;17/11/2021;25/11/2021
OPT043284-12021;387;14283;52;6;31/1/2021;6/2/2021;9/2/2021
OPT043285-72022;582;19293;17;8;15/7/2022;19/7/2022;23/7/2022
OPT043286-72022;477;25090;8;2;21/7/2022;1/8/2022;1/8/2022
OPT043287-62022;528;15526;39;4;14/6/2022;19/6/2022;20/6/2022
OPT043288-102021;463;11827;47;8;2/10/2021;7/10/2021;10/10/2021
OPT043289-22022;479;19979;12;6;1/2/2022;6/2/2022;8/2/2022
OPT043290-122022;312;28662;61;6;11/12/2022;16/12/2022;19/12/2022
OPT043291-72022;480;18734;41;7;4/7/2022;10/7/2022;14/7/2022
OPT043292-82022;577;26297;54;6;1/8/2022;5/8/2022;6/8/2022
OPT043293-82022;231;24823;63;1;29/8/2022;2/9/2022;6/9/2022
OPT043294-122021;530;23008;18;7;26/12/2021;29/12/2021;5/1/2022
OPT043295-32022;528;11184;19;5;22/3/2022;26/3/2022;2/4/2022
OPT043296-112021;483;29232;27;7;11/11/2021;12/11/2021;17/11/2021
OPT043297-122021;587;13829;59;2;15/12/2021;17/12/2021;23/12/2021
OPT043298-112020;323;15338;54;5;24/11/2020;30/11/2020;5/12/2020
OPT043299-112021;484;11277;61;6;24/11/2021;1/12/2021;3/12/2021
OPT043300-112021;537;11499;23;0;16/11/2021;19/11/2021;25/11/2021
OPT043301-52022;485;16867;15;7;15/5/2022;19/5/2022;25/5/2022
OPT043302-52022;217;23471;11;3;29/5/2022;4/6/2022;6/6/2022
OPT043303-22022;477;25413;52;0;5/2/2022;11/2/2022;11/2/2022
OPT043304-22022;384;20529;59;7;15/2/2022;17/2/2022;20/2/2022
OPT043305-112021;485;13685;12;8;30/11/2021;5/12/2021;9/12/2021
OPT043306-82022;537;16496;60;0;5/8/2022;12/8/2022;13/8/2022
OPT043307-12022;541;25767;35;6;28/1/2022;31/1/2022;5/2/2022
OPT043308-52022;225;16828;60;1;27/5/2022;28/5/2022;1/6/2022
OPT043309-42022;234;16386;35;7;6/4/2022;9/4/2022;14/4/2022
OPT043310-12022;487;22018;49;7;22/1/2022;25/1/2022;29/1/2022
OPT043311-72022;479;25708;62;1;7/7/2022;9/7/2022;12/7/2022
OPT043312-22022;561;11464;28;8;10/2/2022;18/2/2022;19/2/2022
OPT043313-32020;312;11171;2;8;30/3/2020;4/4/2020;7/4/2020
OPT043314-122021;357;13250;26;5;16/12/2021;20/12/2021;26/12/2021
OPT043315-102021;225;16377;22;4;5/10/2021;14/10/2021;16/10/2021
OPT043316-102021;488;13641;52;0;27/10/2021;3/11/2021;3/11/2021
OPT043317-112021;477;12001;19;5;26/11/2021;28/11/2021;3/12/2021
OPT043318-52022;237;18690;5;2;28/5/2022;29/5/2022;7/6/2022
OPT043319-52022;536;20881;51;2;15/5/2022;17/5/2022;23/5/2022
OPT043320-82022;214;16481;24;6;1/8/2022;6/8/2022;7/8/2022
OPT043321-102021;489;15606;39;4;9/10/2021;11/10/2021;14/10/2021
OPT043322-12022;488;14373;55;3;31/1/2022;4/2/2022;10/2/2022
OPT043323-62022;528;17340;46;4;21/6/2022;27/6/2022;1/7/2022
OPT043324-12022;225;12333;55;0;15/1/2022;19/1/2022;23/1/2022
OPT043325-122021;491;21104;25;3;27/12/2021;28/12/2021;4/1/2022
OPT043326-52022;225;15209;31;5;9/5/2022;17/5/2022;17/5/2022
OPT043327-62022;573;13626;57;0;24/6/2022;1/7/2022;1/7/2022
OPT043328-52020;312;20160;3;3;10/5/2020;18/5/2020;19/5/2020
OPT043329-12022;359;14253;18;7;21/1/2022;29/1/2022;29/1/2022
OPT043330-82021;541;29042;25;6;23/8/2021;25/8/2021;1/9/2021
OPT043331-32022;537;16906;65;4;22/3/2022;25/3/2022;1/4/2022
OPT043332-112021;222;26259;3;8;11/11/2021;13/11/2021;16/11/2021
OPT043333-62022;465;13285;59;6;6/6/2022;13/6/2022;16/6/2022
OPT043334-52022;479;29297;3;0;20/5/2022;27/5/2022;27/5/2022
OPT043335-62022;465;27651;22;3;30/6/2022;1/7/2022;7/7/2022
OPT043336-52022;353;12023;20;8;14/5/2022;15/5/2022;21/5/2022
OPT043337-102021;529;28682;11;0;27/10/2021;2/11/2021;3/11/2021
OPT043338-102021;529;14530;10;2;30/10/2021;2/11/2021;10/11/2021
OPT043339-82022;529;14282;21;4;20/8/2022;29/8/2022;29/8/2022
OPT043340-72022;535;25950;1;1;29/7/2022;2/8/2022;3/8/2022
OPT043341-52022;540;24448;32;8;16/5/2022;22/5/2022;26/5/2022
OPT043342-32022;488;25602;13;8;25/3/2022;3/4/2022;5/4/2022
OPT043343-42022;561;12356;1;1;30/4/2022;4/5/2022;5/5/2022
OPT043344-82022;477;16240;23;5;13/8/2022;14/8/2022;19/8/2022
OPT043345-32022;489;17615;59;6;18/3/2022;21/3/2022;28/3/2022
OPT043346-42022;569;28501;2;3;6/4/2022;12/4/2022;17/4/2022
OPT043347-112021;479;11566;31;3;9/11/2021;15/11/2021;18/11/2021
OPT043348-22022;528;15442;44;1;12/2/2022;23/2/2022;23/2/2022
OPT043349-82021;372;19418;17;7;15/8/2021;17/8/2021;24/8/2021
OPT043350-22022;217;16948;6;2;11/2/2022;12/2/2022;21/2/2022
OPT043351-62022;538;19604;1;0;28/6/2022;1/7/2022;5/7/2022
OPT043352-62022;589;14914;34;5;4/6/2022;9/6/2022;15/6/2022
OPT043353-112022;311;28222;51;8;9/11/2022;15/11/2022;20/11/2022
OPT043354-82022;528;16076;41;6;26/8/2022;31/8/2022;5/9/2022
OPT043355-42022;217;16589;39;7;28/4/2022;7/5/2022;8/5/2022
OPT043356-72022;477;11354;33;2;14/7/2022;20/7/2022;20/7/2022
OPT043357-42022;530;15933;23;5;21/4/2022;27/4/2022;27/4/2022
OPT043358-32022;535;14312;5;1;16/3/2022;18/3/2022;23/3/2022
OPT043359-32022;225;12265;8;0;18/3/2022;25/3/2022;27/3/2022
OPT043360-22022;479;11099;2;0;10/2/2022;16/2/2022;18/2/2022
OPT043361-32022;540;16622;3;6;25/3/2022;2/4/2022;3/4/2022
OPT043362-62022;581;24366;14;4;27/6/2022;4/7/2022;7/7/2022
OPT043363-102021;530;19571;8;5;26/10/2021;29/10/2021;5/11/2021
OPT043364-32022;214;11932;12;1;6/3/2022;10/3/2022;12/3/2022
OPT043365-62022;530;26413;49;5;2/6/2022;5/6/2022;9/6/2022
OPT043366-122021;576;14976;59;2;10/12/2021;19/12/2021;20/12/2021
OPT043367-62022;485;15797;26;5;14/6/2022;17/6/2022;24/6/2022
OPT043368-72022;560;19476;47;0;16/7/2022;26/7/2022;27/7/2022
OPT043369-112021;485;13309;37;8;29/11/2021;30/11/2021;5/12/2021
OPT043370-22022;222;25374;41;6;8/2/2022;13/2/2022;13/2/2022
OPT043371-72022;353;20716;64;6;21/7/2022;30/7/2022;31/7/2022
OPT043372-122021;484;17652;19;4;3/12/2021;13/12/2021;14/12/2021
OPT043373-22022;480;16282;53;6;8/2/2022;12/2/2022;14/2/2022
OPT043374-122021;477;19693;33;1;30/12/2021;10/1/2022;10/1/2022
OPT043375-12022;476;11519;56;7;31/1/2022;5/2/2022;8/2/2022
OPT043376-12022;214;11103;45;0;16/1/2022;17/1/2022;22/1/2022
OPT043377-92021;529;18242;3;7;6/9/2021;7/9/2021;17/9/2021
OPT043378-22022;580;22311;43;3;24/2/2022;26/2/2022;7/3/2022
OPT043379-72022;463;11520;63;0;9/7/2022;13/7/2022;14/7/2022
OPT043380-92021;225;28769;23;1;24/9/2021;26/9/2021;5/10/2021
OPT043381-72022;528;16073;28;7;23/7/2022;1/8/2022;3/8/2022
OPT043382-102021;584;29390;7;1;22/10/2021;26/10/2021;30/10/2021
OPT043383-52022;530;12597;25;5;11/5/2022;13/5/2022;17/5/2022
OPT043384-112021;488;13041;20;5;14/11/2021;16/11/2021;19/11/2021
OPT043385-12022;214;15583;48;3;12/1/2022;13/1/2022;23/1/2022
OPT043386-112021;480;24451;22;0;23/11/2021;30/11/2021;30/11/2021
OPT043387-32022;477;15063;8;7;22/3/2022;28/3/2022;29/3/2022
OPT043388-122021;475;11709;29;7;5/12/2021;8/12/2021;10/12/2021
OPT043389-82022;482;26441;8;5;2/8/2022;3/8/2022;8/8/2022
OPT043390-42022;237;15043;8;7;14/4/2022;22/4/2022;23/4/2022
OPT043391-102021;540;25152;39;4;27/10/2021;28/10/2021;1/11/2021
OPT043392-52022;222;24719;27;3;31/5/2022;1/6/2022;6/6/2022
OPT043393-102021;528;17307;26;8;5/10/2021;10/10/2021;12/10/2021
OPT043394-32022;355;13958;41;8;6/3/2022;15/3/2022;15/3/2022
OPT043395-112021;604;20990;36;8;21/11/2021;22/11/2021;26/11/2021
OPT043396-12022;361;13447;25;7;27/1/2022;31/1/2022;4/2/2022
OPT043397-72022;573;11242;24;5;15/7/2022;20/7/2022;20/7/2022
OPT043398-82022;485;11185;33;5;11/8/2022;14/8/2022;22/8/2022
OPT043399-62022;471;17593;39;6;15/6/2022;23/6/2022;24/6/2022
OPT043400-102021;484;25855;17;1;7/10/2021;11/10/2021;15/10/2021
OPT043401-82022;225;12606;58;2;12/8/2022;16/8/2022;18/8/2022
OPT043402-32022;480;27426;13;5;16/3/2022;23/3/2022;26/3/2022
OPT043403-62022;480;13675;3;1;19/6/2022;22/6/2022;30/6/2022
OPT043404-92021;485;13458;13;7;19/9/2021;25/9/2021;25/9/2021
OPT043405-42022;528;15930;41;1;17/4/2022;22/4/2022;23/4/2022
OPT043406-12022;214;17023;48;8;22/1/2022;29/1/2022;31/1/2022
OPT043407-82021;234;22998;4;6;9/8/2021;17/8/2021;19/8/2021
OPT043408-22022;530;25494;8;6;25/2/2022;3/3/2022;3/3/2022
OPT043409-102021;536;17483;20;5;31/10/2021;4/11/2021;7/11/2021
OPT043410-72022;217;17517;42;4;4/7/2022;11/7/2022;13/7/2022
OPT043411-62022;589;22519;7;6;11/6/2022;14/6/2022;17/6/2022
OPT043412-52022;488;19444;14;6;23/5/2022;28/5/2022;31/5/2022
OPT043413-42022;222;14220;10;2;1/4/2022;8/4/2022;11/4/2022
OPT043414-112021;222;15777;23;2;30/11/2021;10/12/2021;10/12/2021
OPT043415-32022;586;26622;44;6;14/3/2022;18/3/2022;25/3/2022
OPT043416-32022;600;15994;43;1;12/3/2022;18/3/2022;22/3/2022
OPT043417-92021;484;25849;61;0;18/9/2021;25/9/2021;29/9/2021
OPT043418-122021;583;24834;34;5;7/12/2021;14/12/2021;15/12/2021
OPT043419-92021;485;16870;43;2;24/9/2021;26/9/2021;4/10/2021
OPT043420-112021;225;15260;52;2;14/11/2021;15/11/2021;23/11/2021
OPT043421-72022;214;28886;3;3;14/7/2022;20/7/2022;22/7/2022
OPT043422-122021;480;27443;36;1;7/12/2021;13/12/2021;14/12/2021
OPT043423-102021;225;28108;7;3;17/10/2021;20/10/2021;24/10/2021
OPT043424-72022;583;24364;64;5;7/7/2022;8/7/2022;15/7/2022
OPT043425-52022;485;13451;52;7;29/5/2022;4/6/2022;4/6/2022
OPT043426-92021;477;24414;37;1;1/9/2021;6/9/2021;9/9/2021
OPT043427-42022;477;15770;16;6;19/4/2022;22/4/2022;24/4/2022
OPT043428-72022;478;26406;49;3;28/7/2022;7/8/2022;8/8/2022
OPT043429-42022;474;14728;10;5;4/4/2022;9/4/2022;10/4/2022
OPT043430-82022;477;19377;28;5;31/8/2022;6/9/2022;9/9/2022
OPT043431-62022;528;16120;65;4;10/6/2022;14/6/2022;15/6/2022
OPT043432-112021;488;20290;54;3;19/11/2021;27/11/2021;30/11/2021
OPT043433-62022;539;28553;33;0;10/6/2022;15/6/2022;19/6/2022
OPT043434-72022;477;13941;61;6;20/7/2022;23/7/2022;29/7/2022
OPT043435-122021;477;11068;17;4;10/12/2021;15/12/2021;21/12/2021
OPT043436-52022;485;12521;7;3;5/5/2022;6/5/2022;13/5/2022
OPT043437-72022;353;18829;14;4;14/7/2022;18/7/2022;23/7/2022
OPT043438-82022;491;24356;21;8;2/8/2022;9/8/2022;10/8/2022
OPT043439-42022;478;11823;19;1;23/4/2022;2/5/2022;3/5/2022
OPT043440-122021;528;23205;14;8;19/12/2021;23/12/2021;29/12/2021
OPT043441-112021;477;21805;57;2;25/11/2021;2/12/2021;2/12/2021
OPT043442-82022;463;19313;50;1;1/8/2022;4/8/2022;8/8/2022
OPT043443-102021;537;13813;52;4;13/10/2021;17/10/2021;20/10/2021
OPT043444-82022;485;15197;25;4;5/8/2022;13/8/2022;16/8/2022
OPT043445-112021;214;11176;3;7;20/11/2021;26/11/2021;29/11/2021
OPT043446-42021;356;14299;32;3;19/4/2021;23/4/2021;27/4/2021
OPT043447-72022;528;22161;27;3;31/7/2022;7/8/2022;10/8/2022
OPT043448-42022;217;22837;54;1;23/4/2022;27/4/2022;28/4/2022
OPT043449-22022;536;16681;7;1;8/2/2022;13/2/2022;17/2/2022
OPT043450-72022;590;15489;15;7;14/7/2022;18/7/2022;19/7/2022
OPT043451-22022;484;23078;51;8;16/2/2022;27/2/2022;27/2/2022
OPT043452-52022;564;12360;63;1;5/5/2022;6/5/2022;10/5/2022
OPT043453-52022;478;19841;21;2;1/5/2022;6/5/2022;9/5/2022
OPT043454-12022;597;19691;32;5;11/1/2022;17/1/2022;17/1/2022
OPT043455-12022;477;22598;33;1;5/1/2022;7/1/2022;11/1/2022
OPT043456-122022;311;13697;41;2;3/12/2022;4/12/2022;11/12/2022
OPT043457-62022;359;14794;56;0;23/6/2022;29/6/2022;29/6/2022
OPT043458-42022;486;11632;2;3;8/4/2022;10/4/2022;13/4/2022
OPT043459-12022;228;11707;55;0;3/1/2022;7/1/2022;8/1/2022
OPT043460-122021;484;18090;38;2;31/12/2021;10/1/2022;10/1/2022
OPT043461-72021;369;17984;55;0;31/7/2021;3/8/2021;7/8/2021
OPT043462-72022;390;21920;40;3;5/7/2022;9/7/2022;14/7/2022
OPT043463-72022;580;18372;17;7;23/7/2022;25/7/2022;30/7/2022
OPT043464-82022;528;21480;20;6;6/8/2022;12/8/2022;13/8/2022
OPT043465-122021;561;29308;20;1;17/12/2021;25/12/2021;28/12/2021
OPT043466-72022;537;12406;64;5;27/7/2022;28/7/2022;1/8/2022
OPT043467-12022;222;12449;42;3;20/1/2022;28/1/2022;31/1/2022
OPT043468-62022;467;11300;17;0;25/6/2022;26/6/2022;3/7/2022
OPT043469-112021;214;20513;30;8;8/11/2021;11/11/2021;13/11/2021
OPT043470-32022;477;20835;7;1;30/3/2022;7/4/2022;8/4/2022
OPT043471-22022;484;11230;14;8;25/2/2022;5/3/2022;7/3/2022
OPT043472-112021;222;15273;25;3;16/11/2021;18/11/2021;23/11/2021
OPT043473-22022;529;27843;18;8;18/2/2022;26/2/2022;1/3/2022
OPT043474-42022;479;13105;14;1;22/4/2022;27/4/2022;28/4/2022
OPT043475-122021;605;22129;36;8;23/12/2021;25/12/2021;2/1/2022
OPT043476-102021;529;25329;41;5;23/10/2021;27/10/2021;1/11/2021
OPT043477-22022;489;26367;22;0;2/2/2022;6/2/2022;9/2/2022
OPT043478-72022;217;16876;35;0;16/7/2022;17/7/2022;25/7/2022
OPT043479-42022;540;15402;14;2;9/4/2022;18/4/2022;19/4/2022
OPT043480-72022;568;11930;43;8;27/7/2022;28/7/2022;1/8/2022
OPT043481-42022;529;22834;46;4;17/4/2022;25/4/2022;28/4/2022
OPT043482-102021;539;11262;39;8;9/10/2021;13/10/2021;14/10/2021
OPT043483-72022;487;13134;44;7;12/7/2022;17/7/2022;19/7/2022
OPT043484-102021;536;23061;12;6;20/10/2021;27/10/2021;29/10/2021
OPT043485-62022;471;17535;30;7;17/6/2022;20/6/2022;25/6/2022
OPT043486-42022;563;26642;39;8;9/4/2022;14/4/2022;19/4/2022
OPT043487-12022;217;26928;9;7;14/1/2022;18/1/2022;20/1/2022
OPT043488-62022;476;15376;32;6;12/6/2022;19/6/2022;21/6/2022
OPT043489-112021;528;13628;8;8;11/11/2021;14/11/2021;21/11/2021
OPT043490-32022;353;16603;21;5;24/3/2022;30/3/2022;1/4/2022
OPT043491-92021;477;13234;42;8;12/9/2021;16/9/2021;23/9/2021
OPT043492-102021;477;11973;59;6;9/10/2021;16/10/2021;17/10/2021
OPT043493-32022;581;26390;35;0;16/3/2022;18/3/2022;26/3/2022
OPT043494-92021;535;21252;23;6;22/9/2021;25/9/2021;1/10/2021
OPT043495-102021;588;13984;11;6;19/10/2021;21/10/2021;25/10/2021
OPT043496-62022;479;24092;13;3;12/6/2022;16/6/2022;21/6/2022
OPT043497-72022;477;13504;16;5;29/7/2022;3/8/2022;5/8/2022
OPT043498-82021;234;22667;33;8;15/8/2021;17/8/2021;20/8/2021
OPT043499-12023;312;28997;23;6;12/1/2023;17/1/2023;20/1/2023
OPT043500-42020;350;20000;18;6;30/4/2020;1/5/2020;10/5/2020
OPT043501-42022;478;14235;33;8;20/4/2022;25/4/2022;29/4/2022
OPT043502-12022;480;20230;38;2;23/1/2022;26/1/2022;30/1/2022
OPT043503-112021;477;18657;17;7;20/11/2021;28/11/2021;29/11/2021
OPT043504-42022;539;29218;32;5;10/4/2022;16/4/2022;21/4/2022
OPT043505-62022;587;14802;55;5;15/6/2022;17/6/2022;25/6/2022
OPT043506-72022;475;16849;29;0;15/7/2022;20/7/2022;20/7/2022
OPT043507-12022;528;26085;31;5;27/1/2022;31/1/2022;7/2/2022
OPT043508-22022;579;14220;62;7;25/2/2022;2/3/2022;3/3/2022
OPT043509-52022;476;18913;10;5;16/5/2022;20/5/2022;22/5/2022
OPT043510-22022;234;13905;48;1;8/2/2022;12/2/2022;13/2/2022
OPT043511-62020;310;12084;47;1;19/6/2020;21/6/2020;24/6/2020
OPT043512-42022;477;23985;65;0;7/4/2022;8/4/2022;12/4/2022
OPT043513-22022;225;24684;14;7;10/2/2022;11/2/2022;16/2/2022
OPT043514-42022;605;23168;33;5;13/4/2022;15/4/2022;19/4/2022
OPT043515-52022;541;16823;23;8;5/5/2022;10/5/2022;10/5/2022
OPT043516-122022;310;22233;34;3;27/12/2022;28/12/2022;7/1/2023
OPT043517-122021;390;23575;49;1;31/12/2021;9/1/2022;11/1/2022
OPT043518-52022;480;25776;60;2;28/5/2022;4/6/2022;4/6/2022
OPT043519-42022;541;29090;24;0;8/4/2022;10/4/2022;13/4/2022
OPT043520-22022;491;14386;12;5;2/2/2022;6/2/2022;11/2/2022
OPT043521-52022;222;23240;53;7;7/5/2022;10/5/2022;13/5/2022
OPT043522-22022;537;11514;39;4;3/2/2022;4/2/2022;14/2/2022
OPT043523-82022;541;14143;44;7;28/8/2022;30/8/2022;4/9/2022
OPT043524-62022;479;28399;53;6;9/6/2022;16/6/2022;19/6/2022
OPT043525-42022;538;26683;60;4;28/4/2022;3/5/2022;6/5/2022
OPT043526-42022;480;14262;26;3;9/4/2022;12/4/2022;14/4/2022
OPT043527-52022;214;12805;41;4;17/5/2022;20/5/2022;26/5/2022
OPT043528-102021;480;26465;21;3;24/10/2021;28/10/2021;29/10/2021
OPT043529-22022;530;26674;64;2;27/2/2022;1/3/2022;9/3/2022
OPT043530-42022;228;13023;22;5;18/4/2022;22/4/2022;25/4/2022
OPT043531-52022;535;11361;56;3;12/5/2022;13/5/2022;17/5/2022
OPT043532-82022;476;19850;60;2;3/8/2022;8/8/2022;8/8/2022
OPT043533-62022;214;27805;26;5;22/6/2022;24/6/2022;30/6/2022
OPT043534-82022;225;12313;46;3;26/8/2022;2/9/2022;2/9/2022
OPT043535-82022;564;28273;7;5;2/8/2022;6/8/2022;10/8/2022
OPT043536-112021;488;14828;51;0;24/11/2021;2/12/2021;3/12/2021
OPT043537-82022;222;13578;32;7;26/8/2022;5/9/2022;6/9/2022
OPT043538-52022;217;14588;11;5;1/5/2022;4/5/2022;9/5/2022
OPT043539-62020;313;14940;46;0;27/6/2020;3/7/2020;8/7/2020
OPT043540-62022;485;17535;16;4;17/6/2022;24/6/2022;25/6/2022
OPT043541-32022;587;14727;17;1;25/3/2022;26/3/2022;31/3/2022
OPT043542-102021;222;18170;58;3;18/10/2021;22/10/2021;28/10/2021
OPT043543-12022;528;12821;24;8;15/1/2022;18/1/2022;24/1/2022
OPT043544-32022;529;11091;41;3;30/3/2022;6/4/2022;6/4/2022
OPT043545-62022;535;11763;30;5;23/6/2022;25/6/2022;30/6/2022
OPT043546-22022;604;22572;9;0;8/2/2022;15/2/2022;17/2/2022
OPT043547-82021;369;19049;49;0;5/8/2021;7/8/2021;15/8/2021
OPT043548-62021;375;17893;31;8;2/6/2021;3/6/2021;8/6/2021
OPT043549-72022;479;24029;22;7;12/7/2022;17/7/2022;19/7/2022
OPT043550-62022;479;13551;6;7;11/6/2022;14/6/2022;20/6/2022
OPT043551-112021;225;29191;16;4;26/11/2021;1/12/2021;4/12/2021
OPT043552-82021;479;26658;55;2;23/8/2021;25/8/2021;30/8/2021
OPT043553-102021;363;12160;13;1;18/10/2021;26/10/2021;27/10/2021
OPT043554-52022;353;13064;58;2;11/5/2022;13/5/2022;16/5/2022
OPT043555-52022;214;25650;52;5;4/5/2022;8/5/2022;11/5/2022
OPT043556-122021;537;16600;47;8;26/12/2021;30/12/2021;3/1/2022
OPT043557-82022;538;19347;26;3;22/8/2022;23/8/2022;2/9/2022
OPT043558-62022;477;16089;6;4;13/6/2022;16/6/2022;22/6/2022
OPT043559-12022;536;11841;35;3;18/1/2022;25/1/2022;27/1/2022
OPT043560-52022;480;26255;36;1;16/5/2022;22/5/2022;27/5/2022
OPT043561-22022;478;16213;54;5;14/2/2022;17/2/2022;21/2/2022
OPT043562-72022;359;12813;9;2;4/7/2022;8/7/2022;9/7/2022
OPT043563-12022;214;20583;64;7;18/1/2022;23/1/2022;27/1/2022
OPT043564-72022;477;16262;49;7;24/7/2022;27/7/2022;3/8/2022
OPT043565-52022;530;24235;27;8;12/5/2022;14/5/2022;18/5/2022
OPT043566-12022;538;19623;12;3;15/1/2022;16/1/2022;20/1/2022
OPT043567-72021;354;27540;41;6;30/7/2021;1/8/2021;5/8/2021
OPT043568-72022;561;11918;12;1;6/7/2022;8/7/2022;15/7/2022
OPT043569-52022;606;28367;20;1;21/5/2022;28/5/2022;1/6/2022
OPT043570-52022;479;23701;40;0;10/5/2022;19/5/2022;19/5/2022
OPT043571-112021;214;11507;43;6;29/11/2021;1/12/2021;7/12/2021
OPT043572-122021;537;11769;41;2;23/12/2021;25/12/2021;1/1/2022
OPT043573-122021;479;27346;47;7;14/12/2021;17/12/2021;25/12/2021
OPT043574-92021;477;22052;59;1;21/9/2021;25/9/2021;29/9/2021
OPT043575-122021;605;12461;59;1;31/12/2021;4/1/2022;11/1/2022
OPT043576-52022;535;26494;22;7;16/5/2022;24/5/2022;24/5/2022
OPT043577-32022;478;11128;19;2;24/3/2022;30/3/2022;2/4/2022
OPT043578-62022;478;21592;21;3;7/6/2022;10/6/2022;13/6/2022
OPT043579-72022;217;21427;19;1;9/7/2022;19/7/2022;19/7/2022
OPT043580-102021;575;14207;47;8;9/10/2021;18/10/2021;19/10/2021
OPT043581-32022;225;14175;7;1;29/3/2022;30/3/2022;3/4/2022
OPT043582-12022;214;25682;31;1;6/1/2022;14/1/2022;16/1/2022
